timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1528090289097,1015,edit devices,200,OK,REST 1-3,text,true,,186,793,1200,1200,1015,0,3
1528090289105,1029,login,200,OK,REST 1-819,text,true,,617,278,1200,1200,1029,0,0
1528090289113,1025,login,200,OK,REST 1-827,text,true,,617,278,1200,1200,1025,0,1
1528090289111,1027,login,200,OK,REST 1-825,text,true,,617,278,1200,1200,1027,0,1
1528090289099,1039,login,200,OK,REST 1-813,text,true,,617,278,1200,1200,1039,0,1
1528090289116,1022,login,200,OK,REST 1-829,text,true,,617,278,1200,1200,1022,0,0
1528090289119,1045,get devices,200,OK,REST 1-120,text,true,,72215,624,1200,1200,1039,0,1
1528090289125,1060,login,200,OK,REST 1-833,text,true,,617,278,1200,1200,1060,0,0
1528090289127,1061,login,200,OK,REST 1-835,text,true,,617,278,1200,1200,1061,0,1
1528090289122,1066,get devices,200,OK,REST 1-122,text,true,,72215,624,1200,1200,1059,0,0
1528090288726,1464,login,200,OK,REST 1-458,text,true,,617,278,1200,1200,1464,0,0
1528090289133,1060,login,200,OK,REST 1-840,text,true,,617,278,1200,1200,1060,0,0
1528090289135,1060,login,200,OK,REST 1-842,text,true,,617,278,1200,1200,1060,0,1
1528090288731,1467,login,200,OK,REST 1-464,text,true,,617,278,1200,1200,1467,0,1
1528090289141,1060,login,200,OK,REST 1-847,text,true,,617,278,1200,1200,1060,0,1
1528090289144,1059,login,200,OK,REST 1-850,text,true,,617,278,1200,1200,1059,0,0
1528090289147,1086,get devices,200,OK,REST 1-130,text,true,,72215,624,1200,1200,1080,0,0
1528090289173,1082,login,200,OK,REST 1-876,text,true,,617,278,1200,1200,1082,0,1
1528090289149,1108,get devices,200,OK,REST 1-131,text,true,,72215,624,1200,1200,1102,0,1
1528090289176,1081,login,200,OK,REST 1-879,text,true,,617,278,1200,1200,1081,0,2
1528090289182,1111,login,200,OK,REST 1-885,text,true,,617,278,1200,1200,1111,0,0
1528090288978,1317,get devices,200,OK,REST 1-89,text,true,,72215,624,1200,1200,1311,0,0
1528090289208,1112,login,200,OK,REST 1-911,text,true,,617,278,1200,1200,1112,0,1
1528090289185,1137,get devices,200,OK,REST 1-164,text,true,,72215,624,1200,1200,1130,0,1
1528090289209,1113,login,200,OK,REST 1-912,text,true,,617,278,1200,1200,1113,0,1
1528090289214,1111,login,200,OK,REST 1-917,text,true,,617,278,1200,1200,1111,0,0
1528090289240,1112,login,200,OK,REST 1-941,text,true,,617,278,1200,1200,1112,0,1
1528090289217,1137,get devices,200,OK,REST 1-174,text,true,,72215,624,1200,1200,1131,0,1
1528090288428,1926,login,200,OK,REST 1-178,text,true,,617,278,1200,1200,1926,0,1
1528090289246,1111,login,200,OK,REST 1-947,text,true,,617,278,1200,1200,1111,0,1
1528090289252,1132,login,200,OK,REST 1-953,text,true,,617,278,1200,1200,1132,0,0
1528090289249,1137,get devices,200,OK,REST 1-185,text,true,,72215,624,1200,1200,1131,0,1
1528090288445,1941,login,200,OK,REST 1-195,text,true,,617,278,1200,1200,1941,0,0
1528090289097,1291,login,200,OK,REST 1-810,text,true,,617,278,1200,1200,1291,0,1
1528090289323,1068,login,200,OK,REST 1-1020,text,true,,617,278,1200,1200,1068,0,1
1528090289147,1272,login,200,OK,REST 1-852,text,true,,617,278,1200,1200,1272,0,0
